,Date,Low,High,Close,Open
3070,2022-09-08,279.76,289.5,289.26,281.3
3069,2022-09-07,272.27,283.84,283.7,273.1
3068,2022-09-06,265.74,275.99,274.42,272.675
3067,2022-09-02,269.08,282.35,270.21,281.065
3066,2022-09-01,266.15,277.58,277.16,272.575
3065,2022-08-31,271.81,281.25,275.61,280.62
3064,2022-08-30,272.65,288.48,277.7,287.865
3063,2022-08-29,280.7,287.74,284.82,282.83
3062,2022-08-26,287.47,302.0,288.09,297.43
3061,2022-08-25,291.6,302.96,296.07,302.36
3060,2022-08-24,889.5,910.94,891.29,892.69
3059,2022-08-23,863.77,896.4799,889.36,874.36
3058,2022-08-22,858.89,877.2,869.74,875.74
3057,2022-08-19,877.5,901.08,890.0,897.0
3056,2022-08-18,905.56,919.5,908.61,918.0
3055,2022-08-17,900.1,928.97,911.99,910.19
3054,2022-08-16,908.65,944.0,919.69,935.0
3053,2022-08-15,903.69,939.4,927.96,905.36
3052,2022-08-12,855.1,900.48,900.09,868.245
3051,2022-08-11,857.5,894.71,859.89,889.54
3050,2022-08-10,850.11,892.53,883.07,891.2
3049,2022-08-09,838.06,877.19,850.0,870.88
3048,2022-08-08,867.2562,915.6,871.27,885.0
3047,2022-08-05,856.634,913.8199,864.51,908.01
3046,2022-08-04,915.0,940.82,925.9,933.0
3045,2022-08-03,903.45,928.65,922.19,915.0
3044,2022-08-02,878.0,923.5,901.76,882.01
3043,2022-08-01,885.0,935.6347,891.83,903.825
3042,2022-07-29,837.3,894.96,891.45,842.1
3041,2022-07-28,818.4,849.9,842.7,840.2
3040,2022-07-27,785.3701,827.7768,824.46,791.43
3039,2022-07-26,768.79,801.9299,776.58,799.54
3038,2022-07-25,802.2,822.44,805.3,816.65
3037,2022-07-22,812.14,842.36,816.73,828.66
3036,2022-07-21,764.6,819.8,815.12,765.32
3035,2022-07-20,730.449,751.99,742.5,740.35
3034,2022-07-19,710.93,741.42,736.59,735.0
3033,2022-07-18,718.81,751.55,721.64,734.81
3032,2022-07-15,710.67,730.8699,720.2,720.0
3031,2022-07-14,688.0,715.96,714.94,704.69
3030,2022-07-13,675.1,726.1799,711.12,676.5
3029,2022-07-12,685.105,719.32,699.21,710.54
3028,2022-07-11,700.88,759.19,703.03,756.31
3027,2022-07-08,723.4843,764.9399,752.29,727.0
3026,2022-07-07,696.63,736.085,733.63,701.76
3025,2022-07-06,681.56,703.69,695.2,692.34
3024,2022-07-05,648.5001,699.44,699.2,669.0
3023,2022-07-01,666.3601,690.69,681.79,681.0
3022,2022-06-30,656.59,688.37,673.42,673.53
3021,2022-06-29,666.82,693.52,685.47,691.5
3020,2022-06-28,697.03,749.91,697.99,733.45
3019,2022-06-27,727.6966,756.21,734.76,748.1
3018,2022-06-24,708.26,738.2,737.12,712.405
3017,2022-06-23,685.91,717.95,705.21,713.715
3016,2022-06-22,701.48,740.5,708.26,703.51
3015,2022-06-21,673.0,730.7321,711.11,673.81
3014,2022-06-17,639.59,662.9082,650.28,640.3
3013,2022-06-16,626.08,675.5,639.3,668.21
3012,2022-06-15,654.45,706.9899,699.0,662.75
3011,2022-06-14,635.21,678.99,662.67,654.86
3010,2022-06-13,644.05,679.9,647.21,669.5
3009,2022-06-10,683.74,718.5,696.69,705.47
3008,2022-06-09,717.98,766.6399,719.12,748.02
3007,2022-06-08,717.53,749.89,725.6,720.26
3006,2022-06-07,690.28,719.99,716.66,702.0
3005,2022-06-06,703.05,734.6,714.84,733.06
3004,2022-06-03,700.2534,743.3899,703.55,729.675
3003,2022-06-02,726.2,792.63,775.0,732.47
3002,2022-06-01,730.92,771.98,740.37,755.16
3001,2022-05-31,734.23,778.8,758.26,773.84
3000,2022-05-27,720.5311,759.8,759.63,723.25
2999,2022-05-26,653.66,718.6699,707.73,661.42
2998,2022-05-25,623.0101,669.32,658.8,623.85
2997,2022-05-24,620.57,653.92,628.16,653.53
2996,2022-05-23,638.06,679.9551,674.9,655.02
2995,2022-05-20,633.0,721.582,663.9,713.99
2994,2022-05-19,694.11,734.0,709.42,707.0
2993,2022-05-18,700.81,760.5,709.81,744.52
2992,2022-05-17,728.85,764.48,761.61,747.36
2991,2022-05-16,719.0885,769.76,724.37,767.16
2990,2022-05-13,751.565,787.3499,769.59,773.48
2989,2022-05-12,680.0,759.66,728.0,701.0
2988,2022-05-11,727.2,809.77,734.0,795.0
2987,2022-05-10,774.25,825.36,800.04,819.31
2986,2022-05-09,781.15,845.63,787.11,836.45
2985,2022-05-06,843.105,888.0,865.65,887.0
2984,2022-05-05,857.7,945.6,873.28,939.21
2983,2022-05-04,885.28,955.5,952.62,903.94
2982,2022-05-03,888.59,924.08,909.25,903.18
2981,2022-05-02,848.03,906.3599,902.94,860.77
2980,2022-04-29,870.0,934.3999,870.76,902.25
2979,2022-04-28,821.7,900.0,877.51,899.98
2978,2022-04-27,877.36,918.0,881.51,898.58
2977,2022-04-26,875.0,1000.0,876.42,995.43
2976,2022-04-25,975.3,1008.62,998.02,978.97
2975,2022-04-22,994.0001,1034.85,1005.05,1014.91
2974,2022-04-21,996.415,1092.22,1008.78,1074.73
2973,2022-04-20,975.2501,1034.0,977.2,1030.0
2972,2022-04-19,995.325,1034.94,1028.15,1005.06
2971,2022-04-18,973.41,1014.92,1004.29,989.03
2970,2022-04-14,982.19,1012.7099,985.0,999.29
2969,2022-04-13,973.097,1026.24,1022.37,981.075
2968,2022-04-12,976.6001,1021.1921,986.95,997.64
2967,2022-04-11,974.64,1008.4681,975.93,980.4
2966,2022-04-08,1022.435,1048.44,1025.49,1043.21
2965,2022-04-07,1021.5401,1076.59,1057.26,1052.39
2964,2022-04-06,1027.7,1079.0,1045.76,1073.47
2963,2022-04-05,1087.3,1152.87,1091.26,1136.3
2962,2022-04-04,1072.53,1149.91,1145.45,1089.38
2961,2022-04-01,1066.64,1094.75,1084.59,1081.15
2960,2022-03-31,1076.641,1103.1399,1077.6,1094.57
2959,2022-03-30,1084.0,1113.95,1093.99,1091.17
2958,2022-03-29,1073.11,1114.77,1099.57,1107.99
2957,2022-03-28,1053.6,1097.8799,1091.84,1065.1
2956,2022-03-25,997.3201,1021.7999,1010.64,1008.0
2955,2022-03-24,988.8,1024.49,1013.92,1009.73
2954,2022-03-23,976.4,1040.7,999.11,979.94
2953,2022-03-22,921.75,997.86,993.98,930.0
2952,2022-03-21,907.09,942.85,921.16,914.98
2951,2022-03-18,867.39,907.85,905.39,874.49
2950,2022-03-17,825.7178,875.0,871.6,830.99
2949,2022-03-16,802.2601,842.0,840.23,809.0
2948,2022-03-15,756.57,805.57,801.89,775.27
2947,2022-03-14,756.04,800.7,766.37,780.61
2946,2022-03-11,793.77,843.802,795.35,840.197
2945,2022-03-10,810.3601,854.45,838.3,851.45
2944,2022-03-09,832.01,860.56,858.97,839.48
2943,2022-03-08,782.17,849.99,824.4,795.53
2942,2022-03-07,804.57,866.14,804.58,856.3
2941,2022-03-04,825.1609,855.65,838.29,849.1
2940,2022-03-03,832.6001,886.439,839.29,878.77
2939,2022-03-02,844.2721,886.48,879.89,872.13
2938,2022-03-01,853.78,889.88,864.37,869.68
2937,2022-02-28,814.7075,876.86,870.43,815.01
2936,2022-02-25,782.4005,819.5,809.87,809.23
2935,2022-02-24,700.0,802.48,800.77,700.39
2934,2022-02-23,760.56,835.2997,764.04,830.43
2933,2022-02-22,801.1001,856.7338,821.53,834.13
2932,2022-02-18,837.61,886.87,856.98,886.0
2931,2022-02-17,874.1,918.4999,876.35,913.26
2930,2022-02-16,901.21,926.4299,923.39,914.05
2929,2022-02-15,893.3774,923.0,922.43,900.0
2928,2022-02-14,853.15,898.8799,875.76,861.57
2927,2022-02-11,850.7,915.96,860.0,909.63
2926,2022-02-10,896.7,943.81,904.55,908.37
2925,2022-02-09,920.0,946.2699,932.0,935.0
2924,2022-02-08,894.8,926.2899,922.0,905.53
2923,2022-02-07,902.7089,947.77,907.34,923.79
2922,2022-02-04,881.17,936.5,923.32,897.22
2921,2022-02-03,880.52,937.0,891.14,882.0
2920,2022-02-02,889.41,931.5,905.66,928.18
2919,2022-02-01,905.0,943.7,931.25,935.21
2918,2022-01-31,862.05,937.99,936.72,872.71
2917,2022-01-28,792.01,857.5,846.35,831.56
2916,2022-01-27,829.0,935.39,829.1,933.36
2915,2022-01-26,906.0,987.69,937.41,952.43
2914,2022-01-25,903.21,951.26,918.4,914.2
2913,2022-01-24,851.47,933.5131,930.0,904.76
2912,2022-01-21,940.5,1004.55,943.9,996.34
2911,2022-01-20,994.0,1041.66,996.27,1009.73
2910,2022-01-19,995.0,1054.6699,995.65,1041.705
2909,2022-01-18,1016.06,1070.7899,1030.51,1026.605
2908,2022-01-14,1013.3788,1052.0,1049.61,1019.88
2907,2022-01-13,1026.5391,1115.6,1031.56,1109.065
2906,2022-01-12,1072.5901,1114.84,1106.22,1078.85
2905,2022-01-11,1038.82,1075.85,1064.4,1053.67
2904,2022-01-10,980.0,1059.1,1058.12,1000.0
2903,2022-01-07,1010.0,1080.9299,1026.96,1080.37
2902,2022-01-06,1020.5,1088.0,1064.7,1077.0
2901,2022-01-05,1081.0101,1170.34,1088.12,1146.65
2900,2022-01-04,1123.05,1208.0,1149.59,1189.55
2899,2022-01-03,1136.04,1201.07,1199.78,1147.75
2898,2021-12-31,1054.59,1081.9999,1056.78,1073.4444
2897,2021-12-30,1053.15,1095.55,1070.34,1061.33
2896,2021-12-29,1064.14,1104.0,1086.19,1098.64
2895,2021-12-28,1078.42,1118.9999,1088.47,1109.49
2894,2021-12-27,1070.7152,1117.0,1093.94,1073.67
2893,2021-12-23,997.56,1072.9767,1067.0,1006.8
2892,2021-12-22,957.05,1015.6599,1008.87,965.66
2891,2021-12-21,886.12,939.5,938.53,916.87
2890,2021-12-20,893.39,921.6884,899.94,910.7
2889,2021-12-17,909.0401,960.6599,932.57,914.77
2888,2021-12-16,921.85,994.98,926.92,994.5
2887,2021-12-15,928.2501,978.7499,975.99,953.21
2886,2021-12-14,930.0,966.41,958.51,945.0
2885,2021-12-13,951.42,1005.0,966.41,1001.09
2884,2021-12-10,982.53,1020.9797,1017.03,1008.75
2883,2021-12-09,1002.36,1062.49,1003.8,1060.64
2882,2021-12-08,1033.0001,1072.38,1068.96,1052.71
2881,2021-12-07,1026.81,1057.6739,1051.75,1044.2
2880,2021-12-06,950.5,1021.64,1009.01,1001.51
2879,2021-12-03,1000.21,1090.5753,1014.97,1084.79
2878,2021-12-02,1056.65,1113.0,1084.6,1099.06
2877,2021-12-01,1090.76,1172.8399,1095.0,1160.695
2876,2021-11-30,1118.0,1168.0,1144.76,1144.37
2875,2021-11-29,1100.19,1142.67,1136.99,1100.99
2874,2021-11-26,1081.0,1108.7827,1081.92,1099.47
2873,2021-11-24,1062.0,1132.77,1116.0,1080.39
2872,2021-11-23,1062.7,1180.4999,1109.03,1167.51
2871,2021-11-22,1132.43,1201.95,1156.87,1162.33
2870,2021-11-19,1092.7,1138.7199,1137.06,1098.87
2869,2021-11-18,1075.02,1112.0,1096.38,1106.55
2868,2021-11-17,1055.5,1119.64,1089.01,1063.51
2867,2021-11-16,1002.18,1057.1999,1054.73,1003.31
2866,2021-11-15,978.6,1031.98,1013.39,1017.63
2865,2021-11-12,1019.2,1054.5,1033.42,1047.5
2864,2021-11-11,1054.68,1104.97,1063.51,1102.77
2863,2021-11-10,987.31,1078.1,1067.95,1010.41
2862,2021-11-09,1011.52,1174.5,1023.5,1173.6
2861,2021-11-08,1133.0,1197.0,1162.94,1149.785
2860,2021-11-05,1208.0,1239.87,1222.09,1228.0
2859,2021-11-04,1217.0,1243.49,1229.91,1234.41
2858,2021-11-03,1152.62,1215.39,1213.86,1177.33
2857,2021-11-02,1146.0,1208.59,1172.0,1159.355
2856,2021-11-01,1118.66,1209.75,1208.59,1145.0
2855,2021-10-29,1073.205,1115.21,1114.0,1081.86
2854,2021-10-28,1054.2,1081.0,1077.04,1068.305
2853,2021-10-27,1030.78,1070.88,1037.86,1039.66
2852,2021-10-26,1001.44,1094.94,1018.43,1024.69
2851,2021-10-25,944.2,1045.02,1024.86,950.53
2850,2021-10-22,890.96,910.0,909.68,895.5
2849,2021-10-21,855.5046,900.0,894.0,856.0
2848,2021-10-20,857.38,869.49,865.8,865.35
2847,2021-10-19,862.51,877.95,864.27,877.53
2846,2021-10-18,851.47,875.26,870.11,851.79
2845,2021-10-15,822.35,843.21,843.03,823.7384
2844,2021-10-14,813.3501,820.25,818.32,815.49
2843,2021-10-13,805.78,815.41,811.08,810.47
2842,2021-10-12,796.57,812.32,805.72,800.93
2841,2021-10-11,785.5,801.24,791.94,787.65
2840,2021-10-08,780.91,796.38,785.49,796.21
2839,2021-10-07,783.38,805.0,793.61,785.46
2838,2021-10-06,773.22,786.66,782.75,776.2
2837,2021-10-05,774.2,797.31,780.59,784.7962
2836,2021-10-04,776.12,806.9699,781.53,796.5
2835,2021-10-01,763.59,780.78,775.22,778.4
2834,2021-09-30,775.0,789.1305,775.48,781.0
2833,2021-09-29,770.68,793.5,781.31,779.8
2832,2021-09-28,766.1801,795.64,777.56,787.2
2831,2021-09-27,769.31,799.0,791.36,773.12
2830,2021-09-24,744.56,774.8,774.39,745.89
2829,2021-09-23,747.92,758.2,753.64,755.0
2828,2021-09-22,739.12,753.6699,751.94,743.5263
2827,2021-09-21,730.44,744.7399,739.38,734.79
2826,2021-09-20,718.6249,742.0,730.17,734.5577
2825,2021-09-17,750.0,761.04,759.49,757.15
2824,2021-09-16,747.61,758.91,756.99,752.83
2823,2021-09-15,738.36,756.86,755.83,745.0
2822,2021-09-14,736.4,754.47,744.49,742.57
2821,2021-09-13,708.85,744.78,743.0,740.2143
2820,2021-09-10,734.5201,762.61,736.27,759.6
2819,2021-09-09,751.6301,762.1,754.86,753.41
2818,2021-09-08,740.7733,764.45,753.87,761.58
2817,2021-09-07,739.26,760.2,752.92,740.0
2816,2021-09-03,724.2,734.0,733.57,732.2494
2815,2021-09-02,730.54,740.97,732.39,734.5
2814,2021-09-01,731.2701,741.99,734.09,734.08
2813,2021-08-31,726.44,740.39,735.72,733.0
2812,2021-08-30,712.73,731.0,730.91,714.715
2811,2021-08-27,702.1001,715.0,711.92,705.0
2810,2021-08-26,697.6201,715.4,701.16,708.31
2809,2021-08-25,704.0,716.97,711.2,707.03
2808,2021-08-24,702.64,715.22,708.49,710.68
2807,2021-08-23,680.7505,712.1299,706.3,685.442
2806,2021-08-20,673.7,692.1299,680.26,682.85
2805,2021-08-19,667.59,686.55,673.47,678.21
2804,2021-08-18,669.35,695.77,688.99,669.7479
2803,2021-08-17,648.84,674.58,665.71,672.66
2802,2021-08-16,676.4,709.5,686.17,705.07
2801,2021-08-13,714.34,729.9,717.17,723.71
2800,2021-08-12,699.4,722.8,722.25,706.34
2799,2021-08-11,704.21,715.18,707.82,712.71
2798,2021-08-10,701.88,716.59,709.99,713.99
2797,2021-08-09,705.13,719.03,713.76,710.17
2796,2021-08-06,697.63,716.33,699.1,711.9
2795,2021-08-05,711.41,720.9499,714.63,716.0
2794,2021-08-04,708.93,724.9,710.92,711.0
2793,2021-08-03,701.01,722.65,709.74,719.0
2792,2021-08-02,698.4,726.94,709.67,700.0
2791,2021-07-30,669.0,697.53,687.2,671.758
2790,2021-07-29,648.8,683.69,677.35,649.79
2789,2021-07-28,639.4001,654.9699,646.98,646.995
2788,2021-07-27,627.24,666.5,644.78,663.4
2787,2021-07-26,647.11,668.1999,657.62,650.97
2786,2021-07-23,637.3001,648.8,643.38,646.36
2785,2021-07-22,644.6001,662.17,649.26,656.4428
2784,2021-07-21,650.2901,664.8599,655.29,659.61
2783,2021-07-20,640.501,662.3916,660.5,651.99
2782,2021-07-19,621.29,647.1999,646.22,629.89
2781,2021-07-16,642.2,656.6999,644.22,654.68
2780,2021-07-15,637.88,666.14,650.6,658.39
2779,2021-07-14,652.84,678.6099,653.38,670.75
2778,2021-07-13,666.2958,693.28,668.54,686.32
2777,2021-07-12,662.161,687.24,685.7,662.2
2776,2021-07-09,644.69,658.91,656.95,653.185
2775,2021-07-08,620.46,654.43,652.81,628.37
2774,2021-07-07,638.32,665.7,644.65,664.27
2773,2021-07-06,651.4002,684.0,659.58,681.7115
2772,2021-07-02,673.26,700.0,678.9,678.98
2771,2021-07-01,672.8,687.99,677.92,683.92
2770,2021-06-30,678.14,692.81,679.7,679.77
2769,2021-06-29,675.89,687.5099,680.76,684.65
2768,2021-06-28,670.32,694.6999,688.72,671.64
2767,2021-06-25,668.7,693.81,671.87,689.58
2766,2021-06-24,667.61,697.62,679.82,674.99
2765,2021-06-23,630.04,657.204,656.57,632.0
2764,2021-06-22,615.5,628.5693,623.71,618.25
2763,2021-06-21,608.88,631.39,620.83,624.48
2762,2021-06-18,611.8,628.35,623.31,613.37
2761,2021-06-17,601.34,621.47,616.6,601.8878
2760,2021-06-16,593.5,608.5,604.87,597.535
2759,2021-06-15,598.23,616.79,599.36,616.69
2758,2021-06-14,609.18,625.49,617.69,612.23
2757,2021-06-11,601.52,612.56,609.89,610.23
2756,2021-06-10,600.5,616.59,610.12,603.88
2755,2021-06-09,597.6301,611.79,598.78,602.17
2754,2021-06-08,595.5,623.09,603.59,623.01
2753,2021-06-07,582.88,610.0,605.13,591.825
2752,2021-06-04,577.2,600.61,599.05,579.71
2751,2021-06-03,571.22,604.55,572.84,601.8
2750,2021-06-02,599.14,623.36,605.12,620.13
2749,2021-06-01,620.55,633.8,623.9,627.8
2748,2021-05-28,622.38,635.59,625.22,628.5
2747,2021-05-27,616.21,631.13,630.85,620.24
2746,2021-05-26,601.5,626.17,619.13,607.56
2745,2021-05-25,595.71,613.99,604.69,607.31
2744,2021-05-24,573.65,614.48,606.44,581.6
2743,2021-05-21,580.0,596.68,580.88,596.11
2742,2021-05-20,571.07,588.85,586.78,575.0
2741,2021-05-19,546.98,566.21,563.46,552.55
2740,2021-05-18,563.38,596.25,577.87,568.0
2739,2021-05-17,561.2,589.73,576.83,575.5531
2738,2021-05-14,570.46,592.87,589.74,583.41
2737,2021-05-13,559.65,606.4599,571.69,601.545
2736,2021-05-12,586.765,620.41,589.89,602.49
2735,2021-05-11,595.6,627.0999,617.2,599.24
2734,2021-05-10,627.6101,665.05,629.04,664.9
2733,2021-05-07,660.22,690.0,672.37,665.8
2732,2021-05-06,650.0,681.02,663.54,680.76
2731,2021-05-05,667.34,685.2955,670.94,681.06
2730,2021-05-04,657.701,683.4464,673.6,678.94
2729,2021-05-03,680.5,706.0,684.9,703.8
2728,2021-04-30,666.14,715.47,709.44,667.59
2727,2021-04-29,668.5002,702.25,677.0,699.51
2726,2021-04-28,693.6,708.5,694.4,696.41
2725,2021-04-27,703.3501,724.0,704.74,717.96
2724,2021-04-26,732.6053,749.3,738.2,741.0
2723,2021-04-23,715.46,737.36,729.4,719.8
2722,2021-04-22,718.04,753.77,719.69,741.5
2721,2021-04-21,698.0,744.84,744.12,704.77
2720,2021-04-20,710.685,737.25,718.99,717.42
2719,2021-04-19,691.8001,725.4,714.63,719.6
2718,2021-04-16,724.6,749.41,739.78,728.65
2717,2021-04-15,721.31,743.69,738.85,743.1
2716,2021-04-14,728.03,780.79,732.23,770.7
2715,2021-04-13,710.66,763.0,762.32,712.7
2714,2021-04-12,682.09,704.8,701.98,685.7
2713,2021-04-09,669.43,680.97,677.02,677.77
2712,2021-04-08,671.645,689.5499,683.8,677.38
2711,2021-04-07,667.84,691.38,670.97,687.0
2710,2021-04-06,681.37,696.55,691.62,690.3
2709,2021-04-05,684.7,708.16,691.05,707.71
2708,2021-04-01,659.42,692.4203,661.75,688.37
2707,2021-03-31,641.11,672.0,667.93,646.62
2706,2021-03-30,591.01,637.66,635.62,601.75
2705,2021-03-29,596.02,616.48,611.29,615.64
2704,2021-03-26,599.89,643.82,618.71,641.87
2703,2021-03-25,609.5,645.5,640.39,613.0
2702,2021-03-24,630.11,668.02,630.27,667.91
2701,2021-03-23,657.51,677.8,662.16,675.77
2700,2021-03-22,668.75,699.62,670.0,684.59
2699,2021-03-19,624.6201,657.23,654.87,646.6
2698,2021-03-18,652.0,689.23,653.16,684.29
2697,2021-03-17,651.01,703.73,701.81,656.87
2696,2021-03-16,671.0,707.92,676.88,703.35
2695,2021-03-15,684.04,713.18,707.94,694.09
2694,2021-03-12,666.1394,694.88,693.73,670.0
2693,2021-03-11,677.18,702.5,699.6,699.4
2692,2021-03-10,655.06,717.85,668.06,700.3
2691,2021-03-09,595.21,678.09,673.58,608.18
2690,2021-03-08,558.79,620.125,563.0,600.55
2689,2021-03-05,539.49,627.8419,597.95,626.06
2688,2021-03-04,600.0,668.45,621.44,655.8
2687,2021-03-03,651.705,700.7,653.2,687.99
2686,2021-03-02,685.0,721.11,686.44,718.28
2685,2021-03-01,685.05,719.0,718.43,690.11
2684,2021-02-26,659.51,706.7,675.5,700.0
2683,2021-02-25,670.58,737.2066,682.22,726.15
2682,2021-02-24,694.17,745.0,742.02,711.85
2681,2021-02-23,619.0,713.6099,698.84,662.13
2680,2021-02-22,710.2,768.5,714.5,762.64
2679,2021-02-19,777.37,796.7899,781.3,795.0
2678,2021-02-18,776.27,794.69,787.38,780.9
2677,2021-02-17,762.01,799.84,798.15,779.09
2676,2021-02-16,792.44,821.0,796.22,818.0
2675,2021-02-12,785.3306,817.33,816.12,801.26
2674,2021-02-11,801.725,829.8799,811.66,812.44
2673,2021-02-10,800.02,844.82,804.82,843.635
2672,2021-02-09,841.75,859.8,849.46,855.12
2671,2021-02-08,854.75,877.77,863.42,869.67
2670,2021-02-05,838.97,864.77,852.23,845.0
2669,2021-02-04,833.42,856.5,849.99,855.0
2668,2021-02-03,853.0646,878.08,854.69,877.02
2667,2021-02-02,842.2006,880.5,872.79,844.68
2666,2021-02-01,795.5601,842.0,839.81,814.29
2665,2021-01-29,780.1,842.41,793.53,830.0003
2664,2021-01-28,801.0,848.0,835.43,820.0
2663,2021-01-27,858.66,891.5,864.16,870.35
2662,2021-01-26,871.6,895.9,883.09,891.38
2661,2021-01-25,838.8201,900.4,880.8,855.0
2660,2021-01-22,828.62,848.0,846.64,834.31
2659,2021-01-21,841.4201,855.7199,844.99,855.0
2658,2021-01-20,837.28,859.5,850.45,858.74
2657,2021-01-19,833.0,850.0,844.55,837.8
2656,2021-01-15,819.1,859.9,826.16,852.0
2655,2021-01-14,838.75,863.0,845.0,843.39
2654,2021-01-13,832.0,860.47,854.41,852.76
2653,2021-01-12,827.34,868.0,849.44,831.0
2652,2021-01-11,803.6222,854.43,811.19,849.4
2651,2021-01-08,838.39,884.49,880.02,856.0
2650,2021-01-07,775.2,816.99,816.04,777.63
2649,2021-01-06,749.1,774.0,755.98,758.49
2648,2021-01-05,719.2,740.84,735.11,723.66
2647,2021-01-04,717.1895,744.4899,729.77,719.46
2646,2020-12-31,691.12,718.72,705.67,699.99
2645,2020-12-30,668.3603,696.6,694.78,672.0
2644,2020-12-29,655.0,669.9,665.99,661.0
2643,2020-12-28,660.8,681.4,663.69,674.51
2642,2020-12-24,641.0,666.09,661.77,642.99
2641,2020-12-23,622.5701,651.4999,645.98,632.2
2640,2020-12-22,614.23,649.88,640.34,648.0
2639,2020-12-21,646.07,668.5,649.86,666.24
2638,2020-12-18,628.54,695.0,695.0,668.9
2637,2020-12-17,619.5,658.82,655.9,628.19
2636,2020-12-16,605.0,632.5,622.77,628.23
2635,2020-12-15,623.8,646.9,633.25,643.28
2634,2020-12-14,610.2001,642.7499,639.83,619.0
2633,2020-12-11,596.8,624.0,609.99,615.01
2632,2020-12-10,566.34,627.75,627.07,574.37
2631,2020-12-09,588.0,654.32,604.48,653.69
2630,2020-12-08,618.5,651.28,649.88,625.505
2629,2020-12-07,603.05,648.7856,641.76,604.9197
2628,2020-12-04,585.5,599.04,599.04,591.01
2627,2020-12-03,582.43,598.97,593.38,590.02
2626,2020-12-02,541.21,571.54,568.82,556.44
2625,2020-12-01,572.05,597.85,584.76,597.59
2624,2020-11-30,554.51,607.8,567.6,602.21
2623,2020-11-27,578.45,598.78,585.76,581.16
2622,2020-11-25,545.37,574.0,574.0,550.06
2621,2020-11-24,526.2,559.99,555.38,540.4
2620,2020-11-23,501.79,526.0,521.85,503.5
2619,2020-11-20,489.06,502.5,489.61,497.99
2618,2020-11-19,487.57,508.6112,499.27,492.0
2617,2020-11-18,443.5001,496.0,486.64,448.35
2616,2020-11-17,433.01,462.0,441.61,460.17
2615,2020-11-16,404.0868,412.45,408.09,408.93
2614,2020-11-13,401.66,412.5319,408.5,410.85
2613,2020-11-12,409.52,423.0,411.76,415.05
2612,2020-11-11,410.58,418.695,417.13,416.45
2611,2020-11-10,396.0301,420.09,410.36,420.09
2610,2020-11-09,421.0,452.5,421.26,439.5
2609,2020-11-06,424.28,436.57,429.95,436.1
2608,2020-11-05,424.0001,440.0,438.09,428.3
2607,2020-11-04,417.1,435.4,420.98,430.62
2606,2020-11-03,406.69,427.77,423.9,409.73
2605,2020-11-02,392.3,406.9799,400.51,394.0
2604,2020-10-30,379.11,407.5915,388.04,406.8954
2603,2020-10-29,406.46,418.06,410.83,409.96
2602,2020-10-28,406.0,418.6,406.02,416.48
2601,2020-10-27,420.1,430.5,424.68,423.76
2600,2020-10-26,410.0,425.76,420.28,411.63
2599,2020-10-23,407.3801,422.8859,420.63,421.84
2598,2020-10-22,424.51,445.23,425.79,441.92
2597,2020-10-21,421.25,432.95,422.64,422.7
2596,2020-10-20,419.0501,431.75,421.94,431.75
2595,2020-10-19,428.87,447.0,430.83,446.24
2594,2020-10-16,438.85,455.9499,439.67,454.44
2593,2020-10-15,442.5,456.57,448.88,450.31
2592,2020-10-14,447.35,465.9,461.3,449.78
2591,2020-10-13,436.6,448.89,446.65,443.35
2590,2020-10-12,438.58,448.74,442.3,442.0
2589,2020-10-09,426.4601,434.5899,434.0,430.13
2588,2020-10-08,425.3,439.0,425.92,438.44
2587,2020-10-07,413.845,429.9,425.3,419.87
2586,2020-10-06,406.05,428.7799,413.98,423.79
2585,2020-10-05,419.33,433.64,425.68,423.35
2584,2020-10-02,415.0,439.13,415.09,421.39
2583,2020-10-01,434.42,448.88,448.16,440.76
2582,2020-09-30,420.47,433.93,429.01,421.32
2581,2020-09-29,411.6,428.5,419.07,416.0
2580,2020-09-28,415.55,428.08,421.2,424.62
2579,2020-09-25,391.3,408.7323,407.34,393.47
2578,2020-09-24,351.3,399.5,387.79,363.8
2577,2020-09-23,375.8801,412.15,380.36,405.16
2576,2020-09-22,417.6001,437.76,424.23,429.6
2575,2020-09-21,407.07,455.68,449.39,453.13
2574,2020-09-18,428.8,451.0,442.15,447.94
2573,2020-09-17,408.0001,437.79,423.43,415.6
2572,2020-09-16,435.31,457.79,441.76,439.87
2571,2020-09-15,430.7,461.94,449.76,436.56
2570,2020-09-14,373.3,420.0,419.62,380.95
2569,2020-09-11,360.5,382.5,372.72,381.94
2568,2020-09-10,360.56,398.99,371.34,386.21
2567,2020-09-09,341.51,369.0,366.28,356.6
2566,2020-09-08,329.88,368.74,330.21,356.0
2565,2020-09-04,372.0201,428.0,418.32,402.81
2564,2020-09-03,402.0,431.8,407.0,407.23
2563,2020-09-02,405.1206,479.04,447.37,478.99
2562,2020-09-01,470.51,502.49,475.05,502.14
2561,2020-08-31,440.11,500.14,498.32,444.61
2560,2020-08-28,2186.52,2318.49,2213.4,2295.12
2559,2020-08-27,2142.5,2295.6,2238.75,2180.46
2558,2020-08-26,2053.6291,2166.0,2153.17,2060.0
2557,2020-08-25,1968.0,2027.95,2023.34,1974.89
2556,2020-08-24,1927.52,2129.0,2014.2,2126.275
2555,2020-08-21,2025.05,2095.49,2049.98,2044.76
2554,2020-08-20,1857.06,2021.99,2001.83,1860.68
2553,2020-08-19,1841.21,1911.0,1878.53,1865.0
